Id. ,ESRS,Exigence de publication (DR),Description de l'exigence de publication ,Paragraphe,Related AR,Nom,Question ,Précision des informations qualitatives,Type de données,DP conditionnel ou alternatif
S1-7-57,S1,S1-7,Caractéristiques des travailleurs non salariés faisant partie des effectifs de l'entreprise,57,AR 63,Description de la base de préparation du nombre estimé de non-employés,Veuillez décrire la base de préparation du nombre estimé de non-employés.,,narratif,Conditionnel
S1-8-61,S1,S1-8,Couverture des négociations collectives et dialogue social,61,,Les conditions de travail et les termes de l'emploi pour les employés non couverts par des accords collectifs sont déterminés en fonction des accords collectifs qui couvrent d'autres employés ou en fonction des accords collectifs d'autres entreprises,Les conditions de travail et les termes de l'emploi pour les employés non couverts par des accords collectifs sont-ils déterminés en fonction des accords collectifs qui couvrent d'autres employés ou en fonction des accords collectifs d'autres entreprises ?,,semi-narratif,
S1-8-62,S1,S1-8,Couverture des négociations collectives et dialogue social,62,,Description de la mesure dans laquelle les conditions de travail et les termes de l'emploi des non-employés dans sa propre main-d'œuvre sont déterminés ou influencés par des accords collectifs,Veuillez décrire la mesure dans laquelle les conditions de travail et les termes de l'emploi des non-employés dans votre propre main-d'œuvre sont déterminés ou influencés par des accords collectifs.,,narratif,
S1-8-63b,S1,S1-8,Couverture des négociations collectives et dialogue social,63b,,"Divulgation de l'existence de tout accord avec les employés pour la représentation par un comité d'entreprise européen (CEE), un comité de la société européenne (SE) ou un comité de la société coopérative européenne (SCE)","Veuillez divulguer l'existence de tout accord avec les employés pour la représentation par un comité d'entreprise européen (CEE), un comité de la société européenne (SE) ou un comité de la société coopérative européenne (SCE).",,narratif,
S1-8-AR70,S1,S1-8,Couverture des négociations collectives et dialogue social,AR 70,,Sa propre main-d'œuvre dans la région (hors EEE) couverte par des accords collectifs par taux de couverture et par région,Votre propre main-d'œuvre dans la région (hors EEE) est-elle couverte par des accords collectifs par taux de couverture et par région ?,,Tableau /Semi-Narratif,
S1-9-AR71,S1,S1-9,Métriques et diversité,AR 71,,Divulgation de sa propre définition de la haute direction utilisée,Veuillez divulguer votre propre définition de la haute direction utilisée.,,narratif,Conditionnel
S1-10-69,S1,S1-10,Salaires décents,69,AR 72- AR 74,"Tous les employés sont payés un salaire adéquat, conforme aux benchmarks applicables","Tous les employés sont-ils payés un salaire adéquat, conforme aux benchmarks applicables ?",,semi-narratif,
S1-10-71,S1,S1-10,Salaires décents,71,,Pourcentage de non-employés payés en dessous du salaire adéquat,Quel est le pourcentage de non-employés payés en dessous du salaire adéquat ?,,Tableau E/Pourcentage,
S1-11-74a,S1,S1-11,Protection sociale,74 a,,"Tous les employés de sa propre main-d'œuvre sont couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due à la maladie","Tous les employés de votre propre main-d'œuvre sont-ils couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due à la maladie ?",,semi-narratif,
S1-11-74b,S1,S1-11,Protection sociale,74 b,,"Tous les employés de sa propre main-d'œuvre sont couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due au chômage à partir du moment où le travailleur propre travaille pour l'entreprise","Tous les employés de votre propre main-d'œuvre sont-ils couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due au chômage à partir du moment où le travailleur propre travaille pour l'entreprise ?",,semi-narratif,
S1-11-74c,S1,S1-11,Protection sociale,74 c,,"Tous les employés de sa propre main-d'œuvre sont couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due à un accident du travail et à une invalidité acquise","Tous les employés de votre propre main-d'œuvre sont-ils couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due à un accident du travail et à une invalidité acquise ?",,semi-narratif,
S1-11-74d,S1,S1-11,Protection sociale,74 d,,"Tous les employés de sa propre main-d'œuvre sont couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due au congé parental","Tous les employés de votre propre main-d'œuvre sont-ils couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due au congé parental ?",,semi-narratif,
S1-11-74e,S1,S1-11,Protection sociale,74 e,,"Tous les employés de sa propre main-d'œuvre sont couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due à la retraite","Tous les employés de votre propre main-d'œuvre sont-ils couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due à la retraite ?",,semi-narratif,
S1-11-75-1,S1,S1-11,Protection sociale,75,AR 75,Protection sociale des employés par pays [tableau] par types d'événements et type d'employés [y compris non-employés],Veuillez fournir la protection sociale des employés par pays (tableau) par types d'événements et type d'employés (y compris non-employés).,,Tableau,Conditionnel
S1-11-75-2,S1,S1-11,Protection sociale,75,,"Divulgation des types d'employés non couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due à la maladie","Veuillez divulguer les types d'employés non couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due à la maladie.",,narratif,Conditionnel
S1-11-75-3,S1,S1-11,Protection sociale,75,,"Divulgation des types d'employés non couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due au chômage à partir du moment où le travailleur propre travaille pour l'entreprise","Veuillez divulguer les types d'employés non couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due au chômage à partir du moment où le travailleur propre travaille pour l'entreprise.",,narratif,Conditionnel
S1-11-75-4,S1,S1-11,Protection sociale,75,,"Divulgation des types d'employés non couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due à un accident du travail et à une invalidité acquise","Veuillez divulguer les types d'employés non couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due à un accident du travail et à une invalidité acquise.",,narratif,Conditionnel
S1-11-75-5,S1,S1-11,Protection sociale,75,,"Divulgation des types d'employés non couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due au congé de maternité","Veuillez divulguer les types d'employés non couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due au congé de maternité.",,narratif,Conditionnel
S1-11-75-6,S1,S1-11,Protection sociale,75,,"Divulgation des types d'employés non couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due à la retraite","Veuillez divulguer les types d'employés non couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due à la retraite.",,narratif,Conditionnel
S1-12-79,S1,S1-12,Personnes handicappées,79,,Pourcentage de personnes handicapées parmi les employés soumis à des restrictions légales sur la collecte de données,Quel est le pourcentage de personnes handicapées parmi les employés soumis à des restrictions légales sur la collecte de données ?,,Pourcentage,
S1-12-80,S1,S1-12,Personnes handicappées,80,,Pourcentage d'employés handicapés dans sa propre main-d'œuvre par genre [tableau],Veuillez fournir le pourcentage d'employés handicapés dans votre propre main-d'œuvre par genre (tableau).,,Tableau/numérique,
S1-12-AR76,S1,S1-12,Personnes handicappées,AR 76,,Divulgation des informations contextuelles nécessaires pour comprendre les données et comment les données ont été compilées (personnes handicapées),Veuillez divulguer les informations contextuelles nécessaires pour comprendre les données et comment les données ont été compilées (personnes handicapées).,,narratif,
S1-14-AR81,S1,S1-14,Métriques de santé et de sécurité ,AR 81,,Description des normes sous-jacentes pour l'audit interne ou la certification externe du système de gestion de la santé et de la sécurité,Veuillez décrire les normes sous-jacentes pour l'audit interne ou la certification externe du système de gestion de la santé et de la sécurité.,,narratif,
